,Title,Genre,Time,Age,Actor,Area,Place,Period,Tag,URL
5974,가족뮤지컬 “렛잇고” - 서울(강서),뮤지컬,60분,24개월이상 관람가능,,서울,강서구민회관 우장홀,2017.08.13 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008578
5975,“2017” 가족뮤지컬 인어공주 - 통영,뮤지컬,60분,전체관람가,,경남,통영시민문화회관 대극장,2017.08.13 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009641
5976,［논산］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,50분,전체관람가,,충남,논산문화예술회관 대공연장,2017.08.13 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008785
5977,! 어린이베스트셀러 뮤지컬 -우리아빠가 최고야 ! - 대구,뮤지컬,50분,24개월이상 관람가능,,대구시,아트플러스씨어터 1관,2017.08.12 ~ 2017.09.10,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009416
5978,2017년 가족뮤지컬시크릿쥬쥬 시즌2 - 아산,뮤지컬,70분,전체관람가,,충남,아산시 여성회관（구.시민생활관）,2017.08.12 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008585
5979,(2017 어린이율동놀이뮤지컬) 호비쇼 - 수원,뮤지컬,60분,전체관람가,,경기,장안구민회관 한누리아트홀,2017.08.12 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17006547
5980,가족뮤지컬 “렛잇고” 앵콜 - 대구,뮤지컬,60분,만 14세이상,,대구시,용인 포은아트홀,2017.08.19 ~ 2017.08.19,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17001858
5981,“2017” 가족뮤지컬 겨울왕국 - 영주,뮤지컬,55분,전체관람가,,경북,영주문화예술회관,2017.08.12 ~ 2017.08.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009645
5982,가족뮤지컬 “렛잇고” - 전주,뮤지컬,60분,24개월이상 관람가능,,전북,덕진예술회관,2017.08.12 ~ 2017.08.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008479
5983,어린이베스트셀러뮤지컬 ‘책먹는여우’ - 오산,뮤지컬,55분,24개월이상 관람가능,,경기,오산문화예술회관 소공연장,2017.08.12 ~ 2017.08.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008034
5984,2017년 특선체험가족뮤지컬 “버블매직쇼” - 안동,뮤지컬,60분,24개월이상 관람가능,,경북,안동시민회관 소공연장,2017.08.12 ~ 2017.08.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007360
5985,［달성］가족동물뮤지컬：몽키매직쇼,뮤지컬,50분,전체관람가,,대구시,달성문화원,2017.08.12 ~ 2017.08.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008787
5986,뮤지컬〈레베카〉,뮤지컬,165분(인터미션:15분),만 7세이상,"민영기, 정성화, 엄기준, 송창의, 김선영, 신영숙, 옥주현, 김금나, 이지혜, 루나, 최민철, 이상현, 정영주, 김나윤(김희원), 이소유(이정화), 류수화, 최병광, 이종문, 정동효, 변형범",서울,블루스퀘어 인터파크홀,2017.08.10 ~ 2017.11.18,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008112
5987,여름방학가족뮤지컬 〈알라딘과요술램프〉 - 대구,뮤지컬,55분,24개월이상 관람가능,,대구시,대백프라자 10층 프라임홀,2017.08.10 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008537
5988,영어 뮤지컬 “베니스의 상인”,뮤지컬,60분,48개월이상 관람가능,,서울,꿈의숲 아트센터 퍼포먼스홀,2017.08.10 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009461
5989,3D뮤지컬 이상한나라의 앨리스 - 부산,뮤지컬,65분,24개월이상 관람가능,,부산시,부산 벡스코 오디토리움,2017.08.10 ~ 2017.08.12,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007969
5990,클래식동요뮤지컬〈꿈꾸는쌩상〉- 수원,뮤지컬,60분,24개월이상 관람가능,,경기,경기아트센터 소극장,2017.08.09 ~ 2017.08.13,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008770
5991,뮤지컬 〈벤허〉 월요쇼케이스,뮤지컬,60분,만 7세이상,,서울,블루스퀘어 아이마켓홀,2017.08.07 ~ 2017.08.07,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17010090
5992,뮤지컬 브로드웨이 42번가,뮤지컬,150분(인터미션:20분),만 7세이상,"김석훈, 이종혁, 최정원, 배해선, 전수경, 김경선, 오소연, 전예지, 에녹, 전재홍, 이호성, 김호, 호산, 조용수, 유승엽, 박규연, 강기연, 서지수, 김지연, 장보람",서울,디큐브아트센터,2017.08.05 ~ 2017.10.09,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007615
5993,2017년 밀양여름공연예술축제 - 뮤지컬 〈앤 ANNE〉,뮤지컬,95분,만 6세이상,,경남,밀양연극촌 우리동네극장,2017.08.05 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008444
5994,3D뮤지컬 이상한나라의 앨리스,뮤지컬,65분,전체관람가,,서울,한국방송회관 2층 코바코홀,2017.08.05 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007830
5995,어린이뮤지컬〈프리프링 마리의 마법학교 대모험〉-문화창조융합센터 수상작,뮤지컬,60분,24개월이상 관람가능,,경기,고양어울림누리 별모래극장,2017.08.05 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009302
5996,［군포］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,50분,전체관람가,,경기,군포문화예술회관 철쭉홀,2017.08.05 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008747
5997,17회 포항바다국제연극제 가족뮤지컬 안데르센 - 포항,뮤지컬,70분,전체관람가,,경북,포항시청 문화동 대잠홀,2017.08.05 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009572
5998,［청주］ 싱어롱 콘서트 뮤지컬 ‘Live Show’ 무지개물고기,뮤지컬,60분,전체관람가,,충북,청주예술의전당 대공연장,2017.08.05 ~ 2017.08.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008106
5999,(2017 어린이율동놀이뮤지컬) 호비쇼 - 강동,뮤지컬,60분,전체관람가,,서울,강동구민회관 대강당,2017.08.05 ~ 2017.08.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008008
6000,2017 씨네오페라 Special2 뮤지컬 〈미스사이공〉 - 용인,뮤지컬,60분,24개월이상 관람가능,,경기,남한산성아트홀 소극장,2017.08.05 ~ 2017.08.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008382
6001,뮤지컬 〈영웅〉 - 용인,뮤지컬,160분(인터미션:20분),만 7세이상,"이지훈, 정성화, 김도형, 이정열, 윤승욱, 리사, 정재은, 박정아, 이아진, 허민진, 최영민",경기,용인 포은아트홀,2017.08.04 ~ 2017.08.06,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008708
6002,2017 방학특집 가족뮤지컬 〈인어공주〉 - 대구,뮤지컬,55분,24개월이상 관람가능,,대구시,대백프라자 10층 프라임홀,2017.08.02 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008627
6003,가족뮤지컬 다함께다방구 _ 대학로,뮤지컬,60분,24개월이상 관람가능,,서울,대학로 위로홀,2017.08.01 ~ 2019.07.21,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009996
6004,뮤지컬〈위대한 캣츠비〉+〈은밀하게 위대하게〉패키지,뮤지컬,,-,,서울,해당공연 공연장－서울,2017.08.01 ~ 2017.09.17,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17011134
6005,가족 퓨전 국악뮤지컬〈신나는 빨강모자와 친구들〉,뮤지컬,50분,24개월이상 관람가능,,서울,한국방송회관 2층 코바코홀,2017.08.01 ~ 2017.08.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009414
6006,［서울］싱어롱 콘서트 뮤지컬 ‘Live Show’ 무지개물고기,뮤지컬,60분,전체관람가,,서울,능동 어린이회관 무지개극장,2017.08.01 ~ 2017.08.03,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008147
6007,2017년 밀양여름공연예술축제 - 창작뮤지컬 마의 태자,뮤지컬,100분,전체관람가,,경남,밀양연극촌 스튜디오극장1,2017.07.30 ~ 2017.07.31,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008724
6008,뮤지컬〈햄릿〉- 제주,뮤지컬,130분(인터미션:15분),만 7세이상,,제주,제주아트센터,2017.07.30 ~ 2017.07.30,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17006315
6009,가족뮤지컬 “렛잇고” - 김해,뮤지컬,60분,24개월이상 관람가능,,경남,칠암문화센터,2017.07.30 ~ 2017.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008089
6010,［홍주］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,50분,전체관람가,,충남,홍주문화회관 대공연장,2017.07.30 ~ 2017.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007945
6011,뮤지컬 사의찬미,뮤지컬,105분,만 13세이상,"정문성, 김경수, 정동화, 이율, 고상호, 안유진, 곽선영, 최유하, 최수진, 최연우, 정민, 이규형, 최재웅, 김종구, 성두섭",서울,대명문화공장 1관 비발디파크홀,2017.07.29 ~ 2017.10.29,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008547
6012,어린이매직포퍼먼스뮤지컬 ‘트랜스포머의 마법열차’- 부천,뮤지컬,50분,24개월이상 관람가능,,경기,부천한국박물관 내 만화영화상영관,2017.07.29 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009345
6013,뮤지컬 〈시크릿 쥬쥬〉 - 창원,뮤지컬,60분,24개월이상 관람가능,,경남,창원 3.15아트센터 대극장,2017.07.29 ~ 2017.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17006505
6014,3D뮤지컬 이상한나라의앨리스 - 대구,뮤지컬,50분,전체관람가,,대구시,대구 현대백화점 9층 토파즈홀,2017.07.29 ~ 2017.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008753
6015,가족뮤지컬 ‘출동! 슈퍼윙스’ - 광주,뮤지컬,60분,전체관람가,,광주시,빛고을시민문화관,2017.07.29 ~ 2017.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007742
6016,2017 가족뮤지컬 인어공주 - 의정부,뮤지컬,60분,24개월이상 관람가능,,경기,신한대학교 벧엘관,2017.07.29 ~ 2017.07.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008907
6017,［함안］싱어롱 콘서트 뮤지컬 ‘Live Show’무지개물고기,뮤지컬,60분,전체관람가,,경남,함안문화예술회관,2017.07.29 ~ 2017.07.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008427
6018,가족뮤지컬 “렛잇고” - 양산,뮤지컬,60분,24개월이상 관람가능,,경남,양산문화예술회관 대공연장,2017.07.29 ~ 2017.07.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007786
6019,［보령］가족동물뮤지컬：워킹공룡애니멀매직쇼,뮤지컬,50분,전체관람가,,충남,보령문화예술회관 대공연장,2017.07.29 ~ 2017.07.29,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007899
6020,가족뮤지컬 “렛잇고” - 경기 광주,뮤지컬,60분,24개월이상 관람가능,,경기,대구대백프라자 프라임홀(10층),2017.08.05 ~ 2017.08.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008244
6021,세상에 없던 감동! 앙코르 뮤지컬〈영웅〉 - 대구,뮤지컬,160분(인터미션:20분),미취학아동입장불가,"이지훈, 정성화, 김도형, 이정열, 윤승욱, 리사, 정재은, 박정아, 이아진, 허민진, 최영민",대구시,계명아트센터,2017.07.28 ~ 2017.07.30,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17006430
6022,어린이 뮤지컬 〈프리프링 마리의 마법학교 대모험〉,뮤지컬,60분,24개월이상 관람가능,,서울,현대백화점 미아점 10층 문화홀,2017.07.28 ~ 2017.07.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008898
6023,뮤지컬 넌센스 - 부산,뮤지컬,120분(인터미션:10분),만 8세이상,,부산시,부산 동래문화회관 대극장,2017.07.28 ~ 2017.07.28,판매종료좌석우위,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008834
6024,［K-live］홀로그램 콘서트 - 뮤지컬 코믹 메이플스토리 - 송도,전시/행사,60분,24개월이상 관람가능,,인천시,케이라이브 송도,2017.07.27 ~ 2017.09.30,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009767
6025,(청주)어린이가족뮤지컬 “신데렐라”,뮤지컬,60분,전체관람가,,충북,소극장 쇠내골,2017.07.27 ~ 2017.08.18,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009299
6026,EBS어린이 놀이 뮤지컬 ‘방귀대장 뿡뿡이’,뮤지컬,60분,12개월이상 관람가능,,서울,KT＆G 상상마당 대치아트홀,2017.07.27 ~ 2017.08.06,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008096
6027,여름방학 특선 어린이 뮤지컬 “피터팬과후크선장” - 대전,뮤지컬,60분,전체관람가,,대전시,갤러리아 타임월드 10층 공연장,2017.07.26 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009787
6028,방학 특선 어린이 뮤지컬 “미녀와 야수” - 대전,뮤지컬,60분,전체관람가,,대전시,조이마루아트홀,2017.07.26 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009713
6029,뮤지컬 넌센스2,뮤지컬,110분,만 7세이상,"박해미, 김나윤(김희원), 이미쉘, 조혜련, 박슬기, 윤나영",서울,세종문화회관 M씨어터,2017.07.26 ~ 2017.08.03,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008130
6030,2017년 밀양여름공연예술축제 - 뮤지컬 완득이,뮤지컬,90분,전체관람가,,경남,밀양아리랑아트센터,2017.07.26 ~ 2017.07.27,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008531
6031,뮤지컬 〈아리랑〉,뮤지컬,160분(인터미션:20분),미취학아동입장불가,"안재욱, 서범석, 김우형, 윤형렬, 윤공주, 박지연, 이소연, 장은아, 이승희, 이창희, 김병희, 김성녀, 이승일, 고철순",서울,예술의전당 오페라극장,2017.07.25 ~ 2017.09.03,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17006842
6032,어린이뮤지컬 “피터팬과후크선장” - 서울금천,뮤지컬,55분(인터미션:5분),전체관람가,,서울,"빅마켓(구,롯데마트 금천점)3층 레미어린이극장",2017.07.25 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009567
6033,어린이뮤지컬 “인어공주”- 광주,뮤지컬,60분,전체관람가,,광주시,롯데마트 수완점 4층 레미 어린이극장,2017.07.25 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009782
6034,어린이뮤지컬 “라푼젤” - 광주,뮤지컬,60분,전체관람가,,광주시,롯데마트 월드컵점(풍암동) 3층 레미 어린이극장,2017.07.25 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009727
6035,어린이뮤지컬 “라푼젤” - 울산,뮤지컬,55분,전체관람가,,울산시,울산 레미어린이극장,2017.07.25 ~ 2017.08.20,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17009526
6036,창작뮤지컬 오늘나라,뮤지컬,100분,만 7세이상,,서울,문화공간 엘림홀,2017.07.24 ~ 2017.08.05,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007902
6037,［CHIMFF］이모 더 뮤지컬,뮤지컬,94분,만 15세이상,,서울,충무아트센터 대극장,2017.07.23 ~ 2017.07.23,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008931
6038,가족뮤지컬 “렛잇고” - 광명,뮤지컬,60분,24개월이상 관람가능,,경기,광명시민회관 대극장,2017.07.23 ~ 2017.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007740
6039,가족뮤지컬 “인어공주” - 영천,뮤지컬,60분,24개월이상 관람가능,,경북,영천시민회관 스타홀,2017.07.23 ~ 2017.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17008024
6040,가족뮤지컬 〈변신자동차 또봇〉 - 대구,뮤지컬,60분,전체관람가,,대구시,제천문화회관 대공연장,2017.07.28 ~ 2017.07.31,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007654
6041,어린이뮤지컬 다이노코어,뮤지컬,65분,24개월이상 관람가능,,서울,이화여자대학교 삼성홀,2017.07.22 ~ 2017.08.15,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17007548
6042,［대구］가족뮤지컬〈엄마 까투리〉,뮤지컬,60분,전체관람가,,대구시,대구아양아트센터,2017.07.22 ~ 2017.07.23,판매종료단독판매,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17005339
6043,［화성］가족 뮤지컬〈출동！슈퍼윙스〉,뮤지컬,60분,전체관람가,,경기,반석아트홀,2017.07.22 ~ 2017.07.23,판매종료,http://ticket.interpark.com/Ticket/Goods/GoodsInfo.asp?GoodsCode=17006474
